"sourceZone","id","title","phoneNumber","isExpired","expiresAt_dateTimeUtc","isLinkOut","contactMatches","isVerified","abstract","content","status","listedAt_label","listedAt_dateTimeUtc","salary","shareLink","workTypes_label","advertiser_id","advertiser_name","advertiser_isVerified","advertiser_registrationDate_dateTimeUtc","location_label","classifications_0_label","products_branding_id","products_branding_cover_url","products_branding_thumbnailCover_url","products_branding_logo_url","products_bullets_0","products_bullets_1","products_bullets_2","products_questionnaire_questions_0","products_questionnaire_questions_1","products_questionnaire_questions_2","products_questionnaire_questions_3","products_questionnaire_questions_4","products_video","products_bullets","products_branding_cover","products_branding_thumbnailCover","products_questionnaire","products_branding","contactMatches_0_type","contactMatches_0_value","contactMatches_1_type","contactMatches_1_value","contactMatches_2_type","contactMatches_2_value","products_questionnaire_questions_5"
"asia-1","86515512","汽車零件銷售員",,false,"2025-10-14 20:59:59",false,,true,"Conduct sales activities and deliver good customer service to external customers
Provide professional support to...","職責:

 * 負責汽車零件推廣及外部銷售工作

 * 接洽公司内部零件訂單

 * 協助處理零件派送及庫存紀錄正確無誤

 * 跟進客戶零件查詢及提供相關支援

 * 執行經理委予的其他職責




要求:

 * 中五或以上程度

 * 需外出探訪客人

 * 持相關行業經驗者優先考慮

 * 性格主動積極、具良好溝通技巧

 * 懂基本電腦應用

 * 持有效1,2牌駕駛執照更佳


其他信息: 

工作時間: 五天工作 (星期一至五，08:30 至 17:30) (星期六長短週)

 * 工作地點: 元朗/ 新田/ 九龍灣/ 鴨脷洲




有興趣申請者可提交你的簡歷和期望薪金可按 ""立即申請"" , 電子郵件至 hr@dchmsc.com.hk。




我們是一個提供平等機會的僱主。申請人提供的所有資料將被嚴格保密處理，僅用於招聘目的。本公司可能會將合適的申請人推薦到大昌行集團內的其他職位。未被錄用的申請人的所有個人資料將保留6個月以供未來招聘之用，期後將會被銷毀","Active","30d+ ago","2025-09-05 14:25:41",,"https://hk.jobsdb.com/job/86515512?tracking=SHR-WEB-SharedJob-asia-1","Full time","60187801","Dah Chong Hong (Motor Service Centre) Limited",true,"2010-01-22 19:26:54","Yuen Long, Yuen Long District","Retail Assistants (Retail & Consumer Products)","512b8eff-a9c9-4e23-8196-2200b44af587.1","https://image-service-cdn.seek.com.au/3379d33e07df7726812f786420ef3b84bf7f8ab0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/3379d33e07df7726812f786420ef3b84bf7f8ab0/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/f1dd44a53345513711c9a6c9bcf005b0443c4e9f/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","汽車零件推廣銷售","5.5天工作","工作地點: 元朗/ 新田/ 九龍灣/ 鴨脷洲","How many years' experience do you have as a Spare Parts Sales Associate?","How many years' experience do you have as a sales associate?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a Sales Role?",,,,,,,"Email","hr@dchmsc.com.hk",,,,,"Do you have a current Hong Kong driver's licence?"
"asia-1","86515528","Senior Quality Controller",,false,"2025-10-14 20:59:59",false,,true,".","Responsibilities: 

 * To ensure that all quality control activities and other assigned jobs are
   performed in conformance to the GMP standards

 * To carry out calibration and validation according to the SOP and instructions
   from the QC Manager

 * To carry out sampling, inspection and tests on raw materials, packing
   materials, and finished products according to the SOP

 * To maintain the equipment according to the SOP and to ensure that the
   workplace is clean and safe

 * Responsible in performing complaint investigations and product authenticity
   checks

 * Report to the QC Manager and perform duties as assigned




Requirements: 

 * Diploma or above in Chinese Medicines, Biology, Chemistry, Biochemistry,
   Microbiology, Pharmaceutical Studies or other related Science subjects

 * At least 5 years of work experience in quality control, preferably in the
   pharmaceutical industry

 * With solid knowledge of laboratory equipment such as electronic balances,
   digital refractometer, particle counter, etc

 * With hands-on experience in Gas Chromatography

 * Familiar with MS office

 * Self-motivated and willing to learn

 * Good command in Cantonese and English




We offer 5-day work week and comprehensive benefits to the right candidate.
Please apply in confidence with full resume, listing present and expected salary
by clicking ""Apply Now"".




(Data collected will be treated in strict confidence and only be used for
recruitment purpose.)
","Active","30d+ ago","2025-09-05 09:37:05",,"https://hk.jobsdb.com/job/86515528?tracking=SHR-WEB-SharedJob-asia-1","Full time","61290449","Wong To Yick Wood Lock Ointment Limited",true,"2010-01-22 19:26:54","Kwai Chung, Kwai Tsing District","Quality Assurance & Control (Manufacturing, Transport & Logistics)","881e1048-3b25-4cfa-997a-8a147bb2574a.1","https://image-service-cdn.seek.com.au/443e54c44d9abe6f0ced02a3bbe304d8ee9be6cd/1c056a984962480605a20a31bcae496022b57b25","https://image-service-cdn.seek.com.au/443e54c44d9abe6f0ced02a3bbe304d8ee9be6cd/bd499d1d33b3bf829bd62e526c1b7492dcec6cda","https://image-service-cdn.seek.com.au/8e1d6fc61f7aa585b840aca89474de16e99a034c/f3c5292cec0e05e4272d9bf9146f390d366481d0","Diploma or above","At least 5 years of work experience","Solid knowledge of laboratory equipment","Which of the following Microsoft Office products are you experienced with?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,
"asia-1","86515559","E-Commerce Sales Executive",,false,"2025-10-14 20:59:59",false,,true,"管理電子商貿平台之銷售
以積極、友善和專業的態度解答一般查詢
潔具, 衛浴產品","誠意招募多位經驗員工, 以配合公司發展. 通過多種渠道(如電話、電子郵件、實時聊天）以及時的方式提供客戶服務，提升客戶的整體滿意度。

主要職責 :

 * 管理電子商貿平台之銷售

 * 以積極、友善和專業的態度解答一般查詢

 * 通過電話和電子郵件滿足/跟進客戶不同的服務需要

 * 為電子平台及手機APP用戶提供協助及指導

 * 遵守所有監控和服務規定，確保熱線運作順暢

職位要求 :

 * 中五或以上程度

 * 歡迎應屆畢業生申請

 * 有潔具, 衛浴產品工作經驗者優先

 * 良好的粵語、基本英語和普通話

 * 懂得中英文輸入法

工作時間 :

 * 星期一至五 09:00 - 19:00 (每日8-8.5小時輪更)

 * 星期六 10:00 - 17:00 (輪休)

 * 星期日 / 公眾假期 11:00 - 17:00 (輪休)

全職同事可享以下福利待遇 :

 * 10天有薪年假

 * 員工介紹獎金 (如適用)

 * 完善在職培訓

 * 免費醫療福利包括門診及住院保障

 * 産品員工折扣優惠


","Active","30d+ ago","2025-09-09 09:41:38",,"https://hk.jobsdb.com/job/86515559?tracking=SHR-WEB-SharedJob-asia-1","Full time","61276634","Luen Hing Hong Building Materials Ltd",true,"2010-01-22 19:26:54","Hung Hom, Kowloon City District","Supervisors/Team Leaders (Call Centre & Customer Service)","40425f19-3c3d-4abf-9521-5d1a529a3d7c.2",,,"https://image-service-cdn.seek.com.au/c166d4b1d97459695eb8da62a020004bf4a8b85d/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,"How many years' experience do you have as an eCommerce Sales Executive?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a sales executive?",,,,,,,,,,,,,,
"asia-1","74485305","空運服務員 (文件處理) Airfreight Services Coordinator (Documentation Handling)",,false,"2029-03-19 20:59:59",false,,true,"輸入更新貨運資料，處理提單收費，解答顧客查詢，具相關經驗優先。","職責

 * 輸入及更新航班和貨運資料

 * 處理空運提單及相關檔案，計算收費

 * 解答顧客的查詢

入職要求

 * 香港中學文憑考試/ 中五程度或同等學歷

 * 良好中文，基本英文閱讀及溝通能力

 * 具相關空運或停機坪工作經驗可獲較高職位

 * 歡迎應屆畢業生申請

薪酬

 * 月入可達 $17,000 - $19,000（加班費另計）

工作時間 

 * 每月工作22天及每天工作8小時（1小時用膳時間除外），需輪班工作

福利

 * 農曆年花紅、酌情花紅、交通津貼、加班津貼、年度安全獎金、季度特別出勤獎金、僱主額外強積金供款、醫療保障 – 包括家屬、自願性牙科保健 –
   包括家屬、人壽保險、生日假期、額外有薪年假、勞工及公眾假期、婚假、初生嬰兒禮物、體育館、免費穿梭巴士

申請辦法

申請者請把申請信及履歷傳真至2753 2244；或電郵至公司電郵(jobs@hactl.com)；或寄往香港國際機場超級一號貨站辦公大樓北座六樓人才及文化
(招聘組)收 (請註明申請職位及參考編號)

本公司網址: https://careers.hactl.com/

如申請人於四星期內未獲面試通知，即表示該申請未能成功。申請人所提供之個人資料只供招聘之用，未被聘用人士之資料會在六個月內被銷毀。","Active","7d ago","2025-10-03 11:28:02",,"https://hk.jobsdb.com/job/74485305?tracking=SHR-WEB-SharedJob-asia-1","Full time","61276215","Hong Kong Air Cargo Terminals Ltd",true,"2010-01-22 19:26:54","Airport Area, Islands District","Aviation Services (Manufacturing, Transport & Logistics)","57d77f91-4089-41b9-b4e4-27085343c571.1","https://image-service-cdn.seek.com.au/fdc445a09305c18fe6ec56eb4a64fe2f29c38b7a/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/fdc445a09305c18fe6ec56eb4a64fe2f29c38b7a/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/ed542d75b16b7cbd06c0c22b6ae563194baae117/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","負責資料輸入及文書工作","良好晉升機會及在職培訓","五天工作，歡迎應屆畢業生",,,,,,,,,,,,"Email","jobs@hactl.com","Phone","2753 2244",,,
"asia-1","84942567","Account Executive (Digital Marketing)",,false,"2025-11-13 20:59:59",false,,true,"We are innovators/creatives/technologists bound to push digital boundaries forward, we partner with clients to craft the next-level digital experience","/ ZLASHIES WANTED

Who are we?

Zlashy is an award-winning digital agency home to young aspiring talent. We take
pride in our work and have won multiple awards across disciplines in Agency of
the Year 2024. We are a powerhouse for innovative end-to-end digital solutions.
Join our team to disrupt the market.

Responsibilities

 * Implement digital marketing campaigns, manage project timeline and monitor
   campaign deliverables, ensuring timely delivery.

 * Collaborate with internal team to develop digital marketing strategies,
   communication plans and various marketing materials based on client brief to
   achieve business goals.

 * Communicate closely with clients to present ideas, provide delivery, get
   comments and resolve project challenge.

 * Stay updated on industry trends and coordinate with internal teams to analyze
   campaign results and optimize campaign performance.

 * Perform other ad hoc tasks as assigned.

Requirements:

 * Higher Diploma or above in Marketing Communications, Business Administration,
   Media Studies or related field.

 * Minimum 1 year relevant experience in digital marketing and account
   servicing. Candidates with more experience will be considerated as Senior
   Account Executive.

 * Experienced in social media planing and management is preferred.

 * Work experience in digital agency industry is a plus.

 * Passionate in innovative digital gadgets and happenings.

 * Good presentation and communication skills (both spoken and written English &
   Cantonese).

 * Highly responsible, detailed-minded, and good problem-solving skills.

We are providing:

 * 12 days+ Annual leave, Birthday leave, Compensation leave

 * 1 month+ Performance bonus

 * Medical insurance

 * Annual company trip and Team building activities

 * Transportation and meal allowance

 * Excellent on-the-job training and career advancement opportunities

 * Fun, Young, Energetic working environment","Active","15d ago","2025-09-25 12:16:04",,"https://hk.jobsdb.com/job/84942567?tracking=SHR-WEB-SharedJob-asia-1","Full time","61344840","Zlashy Limited",true,"2018-12-07 16:00:38","Cheung Sha Wan, Sham Shui Po District","Agency Account Management (Advertising, Arts & Media)","dae812eb-daa6-44ee-b0c2-cee1a469ced4.1","https://image-service-cdn.seek.com.au/a9f5ae22911011674f8673f9563728dc35ab8d33/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/a9f5ae22911011674f8673f9563728dc35ab8d33/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/a0bad736d4be3aa031edd71226a5e2e626b18987/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Digital marketing campaigns management","Communicate and collaborate with stakeholders","Award winning agency, young and energetic","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","Which of the following languages are you fluent in?","How many years' experience do you have in social media marketing?","How many years' experience do you have in a client services / account management role?",,,,,,,,,,,,,
"asia-1","86515394","Senior Officer – Special Assets Unit (Credit Department) (Ref: JD-SAUO)",,false,"2025-11-13 20:59:59",false,,true,"Monitoring and handling the problem loan portfolio. University Degree with minimum 3 years of banking experience."," * Work independently in monitoring and handling the problem loan portfolio

 * Monitor daily activities related to debt collections to ensure compliance to
   regulations

 * Liaise with solicitors, valuers and agents regarding recovery actions

 * Recommend to the Head of SAU on change in account classification, making
   appropriate impairment and charge-off of accounts with minimal chance of
   recovery

 * Assist in preparing management reports and in charge of non-performing loan
   MIS

 * University Degree with minimum 3 years of banking experience

 * Knowledgeable in credit risk modeling and banking products

 * Strong credit sense and conversant with financial analysis

 * Proficiency in data analysis using MS Excel

 * With Enhanced Competency Framework (ECF) qualification is preferable

 * Candidate with more experience will be considered as Assistant Manager




To apply, interested parties please follow the application methods available in
the Bank’s career website
https://www.publicbank.com.hk/tc/aboutus/careeropportunities.You can send us
your resume quoting our job reference number together with present & expected
salary (a must) to the Human Resources Department by email or fax at 2815 3157
or by post to Human Resources Department, 12/F, Public Bank Centre, 120 Des
Voeux Road Central, Hong Kong. You may also visit our career website for other
career opportunities available within our Group.

Personal data collected will be used for recruitment purpose only and will be
treated in accordance with the Bank’s Personal Information Collection Statement,
a copy of which has been available in the Bank’s career website. ","Active","27d ago","2025-09-12 16:21:12",,"https://hk.jobsdb.com/job/86515394?tracking=SHR-WEB-SharedJob-asia-1","Full time","61305981","Public Bank (Hong Kong) Ltd",true,"2010-01-22 19:26:54","Hong Kong SAR","Mortgages (Banking & Financial Services)","57b7ecbd-8f3e-4736-bc17-cf9dc2867b0f.2",,,"https://image-service-cdn.seek.com.au/58889e94da39322b752e34aa057e8d3a4f4e56b1/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,,,,,,,,,,,,"Phone","2815 3157",,,,,
"asia-1","74485425","倉務主管 (空運) Warehouse Supervisor (Air Cargo)",,false,"2029-12-14 20:59:59",false,,true,"帶領團隊執行貨站作業，處理文書，協調部門，協助人手及編制安排。","職責

 * 帶領團隊執行日常貨站工作，如交收貨物、裝拆貨板及確保工作環境安全

 * 使用貨物處理系統處理與貨站相關文書工作

 * 與其他部門協調及合作以確保工作流程得以順利完成

 * 協助人手調配及貨物處理編制工作

入職要求

 * 中學或以上學歷程度

 * 五年或以上工作經驗，具文書處理工作經驗將獲優先

 * 基本電腦操作 (包括MS Office) 及中、英文輸入

 * 能講及書寫流利廣東話及英語

 * 歡迎轉行/轉職人士加入

工作時間

 * 每週工作五天，輪班工作

福利

 * 農曆年花紅、酌情花紅、交通津貼、加班津貼、年度安全獎金、季度特別出勤獎金、僱主額外強積金供款、醫療保障–包括家屬、自願性牙科保健–包括家屬、人壽保險、生日假期、額外有薪年假、勞工及公眾假期、婚假、初生嬰兒禮物、體育館、免費穿梭巴士

申請辦法

申請者請把申請信及履歷傳真至2753 2244；或電郵至公司電郵(jobs@hactl.com)；或寄往香港國際機場超級一號貨站辦公大樓北座六樓人才及文化
(招聘組)收 (請註明申請職位及參考編號)

本公司網址: https://careers.hactl.com/ 

如申請人於四星期內未獲面試通知，即表示該申請未能成功。申請人所提供之個人資料只供招聘之用，未被聘用人士之資料會在六個月內被銷毀。","Active","28d ago","2025-09-12 09:45:54",,"https://hk.jobsdb.com/job/74485425?tracking=SHR-WEB-SharedJob-asia-1","Full time","61276215","Hong Kong Air Cargo Terminals Ltd",true,"2010-01-22 19:26:54","Airport Area, Islands District","Freight/Cargo Forwarding (Manufacturing, Transport & Logistics)","57d77f91-4089-41b9-b4e4-27085343c571.1","https://image-service-cdn.seek.com.au/fdc445a09305c18fe6ec56eb4a64fe2f29c38b7a/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/fdc445a09305c18fe6ec56eb4a64fe2f29c38b7a/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/ed542d75b16b7cbd06c0c22b6ae563194baae117/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","帶領團隊執行日常貨站工作","五天輪班工作","享有雙糧及酌情花紅",,,,,,,,,,,,"Email","jobs@hactl.com","Phone","2753 2244",,,
"asia-1","74221881","Senior / IC Design Engineer - Electrostatic Discharge",,false,"2026-04-24 21:59:59",false,,true,"

Job Responsibilities:

 ESD / latch-up / EOS and IO library design;
 Protection methodology for chip / system level design;
 Device /...","Job Responsibilities:

 * ESD / latch-up / EOS and IO library design;
 * Protection methodology for chip / system level design;
 * Device / system test methods and failure analysis.

 

Job Requirements:

 * Higher Diploma or Bachelor in Electronic Engineering or equivalent;
 * 3 years of relevant working experience;
 * Knowledge about semiconductor and device physics
 * Candidate with less experience will be considered as IC Design Engineer -
   Electrostatic Discharge and fresh graduate will also be considered;
 * Proficient in physical design tools (Cadence, Synopsys or Aether);
 * Be proactive, willing to learn and passionate in physical design;
 * Fluent English and Chinese (Mandarin) with good communication skill.

 

All applications will be treated in strict confidence and for recruitment
purpose only.","Active","20d ago","2025-09-19 16:32:14",,"https://hk.jobsdb.com/job/74221881?tracking=SHR-WEB-SharedJob-asia-1","Full time","61276019","Solomon Systech Limited",true,"2010-01-22 19:26:54","Sha Tin District","Electrical/Electronic Engineering (Engineering)","65e45cc8-90bd-48fa-952d-fc623aa94f5b.1","https://image-service-cdn.seek.com.au/2a2e68321084f13e594b58a1ec0eabb82067212c/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/2a2e68321084f13e594b58a1ec0eabb82067212c/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/ac2af4fce4ccbd89611c2fbf60e923657d008193/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","ESD / latch-up / EOS and IO library design","Protection methodology for chip/system level","Family Caring Benefits, Flexible Work Hour",,,,,,,,,,,,,,,,,,
"asia-1","82371478","Home Merchandiser",,false,"2026-03-25 07:05:12",false,,true,"Join Myer and you will be the key to your success in this role. Myer offers a competitive remuneration package and a rewarding career to you.
","MYER SOURCING ASIA LIMITED 

Myer Sourcing Asia Limited is a wholly owned subsidiary of Myer Australia Pty
Ltd. We are looking to recruit a Home Merchandiser. This is an exciting
opportunity and we are looking for passionate people to join our Business in
Hong Kong.

As the Home Merchandiser (Home Décor, Soft Home, Bath Accessories), you will
report to the Head of Merchandise in the Hong Kong office. You will be the
primary contact with the buying team and suppliers for the Home category, and
responsible for sourcing of appropriate vendors and suppliers, coordination
between key players in the supply chain, production management, tracking and
reporting. 

This role is pivotal in the success of the global sourcing office. You will
ensure that product development timelines are met and work closely with the
Buying teams to ensure orders can be fulfilled as per the specified brief.


 


HOME MERCHANDISER

Key job tasks/duties/responsibilities:

 * Pre-order placement activities including product & vendor sourcing, product
   development, buying trip preparation, quotation and samples coordination 

 * Daily merchandising activities including order management, sampling,
   packaging, WIP tracker update, supplier management, critical path management

 * Evaluate product quality and packaging, and provide suggestion to minimize
   cost

 * Negotiations with vendors on costs, MOQ, packaging, sampling & delivery

 * Responsible for the color evaluation on the printed packaging

 * Work closely with vendors and counterparts in Australia on sampling &
   packaging approval  

 * Work closely with Quality Assurance Team and vendors on product testing and
   inspection arrangement

 

To be successful in this role you will need:

 * At least 3 years’ experience in Hard & Soft Home category (Home décor,
   bathroom accessories, bedding) 

 * Experience in working with buying office preferred, trading or manufacturing
   background with solid product knowledge will be also considered

 * Energetic, self-motivated, proactive, detail-oriented, and independent
   working style

 * Desire to own decisions and take responsibility for outcomes 

 * Demonstrated experience working with manufacturers, suppliers, or
   distributors

 * Strong factory / vendor base is an advantage  

 * Strong planning and organizational skills 

 * Demonstrated exceptional written and oral communication skills 

 * Fluency in English, Cantonese and Mandarin

 * Good MS Office (Excel / Word / PowerPoint / Outlook) skills 

 * Bachelor’s Degree/Tertiary Qualification is preferred but not essential

Candidates should list the product categories you had been handled

Immediate available is preferred","Active","30d+ ago","2025-04-01 12:03:37",,"https://hk.jobsdb.com/job/82371478?tracking=SHR-WEB-SharedJob-asia-1","Full time","60303087","Myer Sourcing Asia Limited",true,"2011-04-01 08:41:53","Lai Chi Kok, Sham Shui Po District","Buying (Retail & Consumer Products)","cb9b4f81-5f29-415d-9f7c-61105b67b85b.1",,,"https://image-service-cdn.seek.com.au/85bf792c58682ae8b9b798923f5765f5a022954d/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","5 days work, Bank Holidays, Double Pay, Medical & Dental Benefits","Close to Lai Chi Kok MTR Station","Home Products","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a merchandiser?","Which of the following Microsoft Office products are you experienced with?","Which of the following languages are you fluent in?",,,,,,,,,,,,,
"asia-1","86290818","Embedded Software Engineer (Innovative Drone | Circuit | MCU & FreeRTOS | x13M)",,false,"2026-06-02 21:59:59",false,,true,"Our client is an innovative drone company specializing in cutting-edge aerial technology.","Our client is an innovative drone company specializing in cutting-edge aerial
technology. They provide groundbreaking solutions for a variety of industries,
delivering safety, efficiency, and creativity in every project.


Responsibilities

 * Hardware schematic and layout design

 * Plan and execute hardware test list and undergo design verification

 * Design and standardize testing procedures

 * Responsible on HW and/or SW part of the project, from idea, sample phase,
   until mass production

 * Proper and full documentations throughout the entire R&D development stages

 * Provide full technical support to production team during mass production

 * Helps to develop next generation ideas and solutions to meet client need
   

Requirements

 * Familiar with Altium Designer, C++, C

 * Experience in RF circuit, design, testing and validation is a Must

 * Experience in embedded system, FreeRTOS or ARM structure

 * Solid MCU experience, STM32, ESP32, etc…

 * Experience in analog/digital/power circuit design

 * Experience in Bluetooth and WiFi (module) is a plus

 * Solid experience on prototype developing and hands on experience in soldering

 * Good communication & documentation skill
   


","Active","30d+ ago","2025-08-29 18:22:08",,"https://hk.jobsdb.com/job/86290818?tracking=SHR-WEB-SharedJob-asia-1","Full time","60217087","ADECCO Personnel Limited",true,"2015-02-05 09:42:14","Hong Kong Island","Engineering - Software (Information & Communication Technology)","1e26d5f1-8757-4d88-aeca-67bebedc8f55.1","https://image-service-cdn.seek.com.au/6fd96f97fb4b2a4796dee16fe4b5f6c2c118e806/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/6fd96f97fb4b2a4796dee16fe4b5f6c2c118e806/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/5d0ddd8746713e59f485c627a9c84ef12c6cd0cf/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Experience in Embedded System, FreeRTOS or ARM structure","Experience in MCU and RF circuit, design, testing and validation","Western culture with flexible working hour and guarantee x13m salary",,,,,,,,,,,,,,,,,,
"asia-1","86290833","Accountant/ Senior Accountant",,false,"2026-01-03 20:59:59",false,,true,"Remuneration:     
 -     5 Working days
-      Good salary package 
-	Bank holidays
-	Birthday leave
-	Double pay
-	Dental & medical coverage 
","Job Description:

 * Oversee the monthly closing and daily accounting operations

 * Supervise the AR & AP Team

 * Prepare monthly financial statements and assist in analysis for management
   review

 * Assist with financial planning, business analysis and budgetary control

 * Responsible for all matters relating to Accounting, Audit and Taxation

Requirement:

 * Bachelor's Degree in Accounting or related discipline

 * 5 years' working experience in accounting and finance

 * Sound knowledge of ERP systems, proficiency in Microsoft Office and
   applications

 * Independent, responsible and self-initiative, able to work on multi-tasks

 * Good command in written and spoken English and Chinese

 * Immediate available in highly preferred

Remarks:

 * Please state your current and expected salary in your CV





","Active","7d ago","2025-10-03 10:05:21",,"https://hk.jobsdb.com/job/86290833?tracking=SHR-WEB-SharedJob-asia-1","Full time","61320874","Foodgears Industrial International Limited",true,"2013-02-26 10:28:02","San Po Kong, Wong Tai Sin District","Financial Accounting & Reporting (Accounting)","3dcd60c4-61c3-4bf8-8452-e0c4c9402cfd.2",,,"https://image-service-cdn.seek.com.au/cd79983041038138bd143521f504b67818512a0e/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,"Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as an accountant?","How many years of taxation experience do you have?","Which of the following Microsoft Office products are you experienced with?",,,,,,,,,,,,,
"asia-1","86290874","SECRETARY [Ref. WGML-SEC]",,false,"2025-11-04 20:59:59",false,,true,"HKCEE / HKDSE graduate or above","Job Requirement and Description:

 * HKCEE / HKDSE graduate or above

 * Minimum 5 years' relevant secretarial experience

 * Good interpersonal skills

 * Proficient in MS Office and Chinese word processing

 * Fluent in written and spoken English and Chinese, including Putonghua




We offer salary and benefits commensurate with qualifications and experience.
Please send a full resume with contact telephone number and expected salary to
Assistant Chief Estate Manager - Whampoa Garden Management Limited, 1/F., Screen
World (Site 8), Whampoa Garden, Hunghom, Kowloon (Please quote reference on
envelope) or by clicking ""Quick Apply"".




We are an equal opportunity employer and welcome applications from all qualified
candidates. The information provided will be treated in strict confidence and be
used only for consideration of your application for relevant/similar post(s).




Applicants not hearing from us within six weeks from the date of advertisement
may consider their applications unsuccessful. All personal data of unsuccessful
applicants will be destroyed after the recruitment exercise when no longer
required.




Company Overview:

We are the Manager of a residential development in Whampoa.

(PMC Licence No.: C-825046)","Active","30d+ ago","2025-09-03 10:09:13",,"https://hk.jobsdb.com/job/86290874?tracking=SHR-WEB-SharedJob-asia-1","Full time","61332188","Whampoa Garden Management Limited",true,"2015-09-11 12:00:11","Hung Hom, Kowloon City District","PA, EA & Secretarial (Administration & Office Support)","f840cd97-7a45-4a60-a759-0e35ba3b625d.1",,,"https://image-service-cdn.seek.com.au/e10beb4d7e3440374eec0af43c8540270d9de677/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","HKCEE / HKDSE graduate or above","Minimum 5 years' relevant secretarial experience","5-day work, Education Allowance, Life Insurance & Medical Insurance",,,,,,,,,,,,,,,,,,
